pH,Temperature,Conductivity @25°C,Dissolved Oxygen,BOD - 5 days (Total),Ammonia-Total (as N),ortho-Phosphate (as P) - unspecified,Total Hardness (as CaCO3),True Colour,Is_Potable_By_Normes
8.399,18.65,84.118,5.31,4.594,0.324,0.003,55.358,12.567,1
4.468,31.321,503.308,18.659,8.584,-4.944,-2.286,-1.314,-3.284,0
6.76,23.289,113.589,5.489,2.313,0.414,0.009,133.79,4.885,1
5.311,33.777,-3.467,17.758,-1.905,1.929,-4.454,302.654,15.723,0
3.588,31.516,504.129,17.038,9.465,2.217,-4.404,-4.725,17.415,0
10.413,-1.918,-2.291,17.288,8.543,-4.03,-0.993,304.925,15.441,0
7.555,29.823,385.938,5.042,2.323,0.365,0.172,184.948,1.88,1
8.386,10.622,41.337,7.763,2.564,0.072,0.031,237.726,6.973,1
9.145,33.263,500.464,15.627,5.875,-3.026,1.969,301.435,-4.28,0
8.422,19.473,208.958,5.527,1.35,0.016,0.166,289.416,11.913,1
10.254,-0.134,-4.779,3.82,5.664,2.591,-3.496,300.242,19.889,0
11.694,-4.486,-0.199,1.85,7.552,-4.441,1.455,-1.226,17.531,0
8.095,19.001,469.63,10.014,2.278,0.234,0.186,237.007,5.93,1
12.385,-4.552,-4.662,17.845,6.579,3.743,-3.736,-4.654,18.814,0
7.853,29.169,457.574,10.88,0.19,0.479,0.068,147.762,14.088,1
5.157,-3.253,504.948,15.596,-4.572,4.036,-1.092,304.925,19.954,0
6.826,25.271,209.571,6.283,3.732,0.426,0.154,86.501,4.79,1
4.52,-4.542,-3.862,1.627,-3.532,2.841,-0.65,-3.286,16.865,0
4.474,-2.425,501.717,14.329,-2.603,-2.266,-4.677,300.749,-0.636,0
6.621,25.956,249.871,5.939,0.976,0.137,0.123,240.059,1.986,1
6.614,19.942,323.95,13.751,1.077,0.026,0.156,164.41,6.697,1
8.231,15.685,64.441,10.422,2.381,0.235,0.096,145.024,0.242,1
7.011,18.413,497.79,8.252,2.535,0.449,0.031,40.027,4.214,1
11.757,-0.858,-2.136,18.647,9.455,-4.726,-4.399,-4.154,-3.585,0
5.936,-3.288,-2.966,0.16,9.446,4.754,1.928,303.751,16.317,0
7.988,20.052,179.491,6.493,4.71,0.374,0.156,146.847,6.327,1
6.538,24.294,195.219,7.821,4.842,0.009,0.01,28.46,4.93,1
6.825,11.965,131.12,11.876,2.582,0.057,0.006,119.348,4.142,1
2.653,-1.99,-4.358,16.936,-1.723,3.05,-0.619,-4.044,-4.266,0
7.795,1.626,243.654,5.056,3.288,0.467,0.052,178.459,9.755,1
8.269,10.114,489.234,6.433,0.262,0.189,0.077,96.853,11.492,1
8.444,26.527,65.426,6.791,0.051,0.369,0.08,125.795,8.442,1
1.584,-3.073,504.408,0.584,-1.447,3.008,-1.605,-2.372,-3.178,0
2.324,-3.174,504.418,14.219,-3.27,0.937,-2.757,302.299,-1.535,0
7.137,15.8,192.488,9.907,1.712,0.181,0.124,242.706,4.65,1
2.243,32.654,-1.262,1.482,-2.879,-2.207,1.184,303.751,-1.343,0
9.991,-2.684,500.588,17.578,7.889,0.816,-4.335,-3.698,-4.087,0
13.122,-1.364,-3.294,15.598,-4.717,-0.696,-2.884,304.122,-0.65,0
4.839,33.0,-2.781,2.105,-0.721,2.33,-3.358,302.96,19.533,0
6.272,-3.884,-2.036,2.594,-1.064,4.103,2.421,-2.502,17.377,0
10.506,32.116,503.292,18.073,8.152,-2.102,-2.098,-1.784,17.322,0
12.159,-3.517,-0.996,1.365,-0.466,4.748,-2.42,-2.895,-1.996,0
8.494,27.388,472.083,11.068,1.055,0.018,0.114,182.22,11.922,1
6.836,9.005,33.818,12.227,2.492,0.116,0.125,54.315,10.902,1
12.356,-4.696,503.063,1.149,5.662,4.653,1.439,-2.388,-1.716,0
1.556,-0.137,503.169,2.786,-2.568,-3.103,1.031,-0.347,17.897,0
6.538,15.9,125.63,7.397,0.687,0.313,0.192,200.281,5.895,1
8.637,32.457,500.323,18.804,6.158,-1.06,3.301,-4.752,18.706,0
10.988,-3.68,501.291,3.478,8.859,-2.294,5.058,300.479,18.912,0
8.441,11.09,440.361,12.519,0.019,0.24,0.15,14.226,10.223,1
7.008,17.104,367.875,13.556,3.539,0.42,0.148,91.91,1.949,1
10.056,34.721,503.5,16.14,-0.655,-0.955,4.445,-2.281,-2.526,0
2.487,30.388,501.855,14.721,7.85,2.37,0.335,301.178,19.674,0
8.357,20.638,289.181,10.714,1.483,0.314,0.131,123.059,8.341,1
8.171,3.748,24.044,11.247,3.236,0.16,0.116,114.988,8.445,1
3.903,30.916,-1.039,14.182,-0.321,4.742,4.588,300.885,18.207,0
12.562,-4.398,501.576,15.601,-3.035,4.248,4.681,-0.148,18.051,0
11.952,34.136,-1.593,14.932,-1.618,2.103,-2.707,-1.401,-0.122,0
11.608,-4.698,-0.143,2.362,-4.097,-3.535,-3.41,304.801,17.611,0
7.873,17.751,408.909,8.753,1.046,0.028,0.095,172.623,11.005,1
9.119,-1.024,500.66,4.726,-4.667,-3.242,-4.707,-2.14,15.222,0
5.036,33.988,500.849,16.541,8.193,5.004,5.161,-1.363,19.208,0
6.932,2.667,415.014,8.604,1.609,0.293,0.042,164.883,5.22,1
10.123,31.607,-1.098,0.981,5.328,4.684,-3.118,302.049,18.953,0
8.087,25.725,109.55,13.764,4.85,0.104,0.033,105.698,8.367,1
7.708,7.518,29.733,13.944,1.695,0.249,0.018,284.201,2.394,1
2.159,-2.611,503.537,1.555,8.59,3.381,-4.656,-4.929,-3.632,0
7.88,29.102,75.538,5.649,1.866,0.409,0.073,36.779,13.796,1
9.652,-0.682,-0.61,14.142,8.824,-4.677,-2.697,-2.664,-1.097,0
3.252,-1.317,-3.787,15.179,5.286,3.827,4.291,-2.626,15.688,0
8.082,10.117,434.69,13.472,1.299,0.166,0.062,134.497,8.971,1
1.715,-1.275,502.611,4.277,-2.075,-2.424,2.44,-3.004,-4.567,0
12.718,31.233,-0.403,0.164,7.736,-1.761,-0.771,-2.183,-2.165,0
8.852,-2.511,-3.83,15.972,8.359,3.645,3.984,-2.4,19.461,0
11.457,-1.063,-3.858,0.258,9.834,-0.414,4.04,-2.892,18.207,0
7.621,17.318,375.678,13.673,0.085,0.004,0.004,211.616,3.197,1
3.373,34.938,504.542,2.026,-2.35,4.399,2.069,-1.509,-0.79,0
1.634,30.52,-1.551,4.282,-1.344,1.049,4.566,303.704,15.345,0
6.887,4.165,355.145,6.265,2.1,0.456,0.053,168.036,5.051,1
10.075,30.799,503.415,17.979,7.6,-3.556,-3.629,-4.783,-2.004,0
8.281,2.952,135.393,9.909,0.188,0.136,0.081,280.338,2.273,1
6.856,3.956,106.328,13.339,4.865,0.096,0.18,268.643,5.786,1
4.913,-3.985,500.562,3.507,5.515,0.722,1.153,301.784,16.118,0
7.096,17.533,399.892,10.702,0.833,0.044,0.154,100.086,6.96,1
1.845,-0.706,500.932,18.072,-0.397,-0.904,4.907,-1.25,18.812,0
7.188,27.055,284.416,5.672,1.141,0.448,0.159,77.026,3.71,1
6.567,2.21,232.736,10.567,3.332,0.484,0.003,34.924,6.422,1
8.193,14.588,362.891,6.205,2.895,0.052,0.149,101.562,2.045,1
5.629,31.523,-3.526,4.773,6.625,1.127,-4.31,303.208,15.968,0
2.798,-4.922,-2.371,17.105,7.357,5.008,-4.913,-1.971,-1.546,0
7.286,15.26,436.074,5.945,1.082,0.417,0.123,185.398,8.563,1
6.899,1.936,431.56,6.277,0.676,0.284,0.126,239.551,11.752,1
7.749,17.262,344.67,10.104,0.513,0.34,0.156,150.122,4.964,1
8.098,18.85,271.949,11.807,4.29,0.025,0.018,0.528,9.562,1
7.97,23.915,191.49,7.222,3.775,0.314,0.145,223.867,14.642,1
9.011,31.23,-4.033,18.957,-2.724,-4.404,1.458,-1.95,19.124,0
13.031,-1.363,-0.124,3.664,-3.802,1.992,3.446,-1.947,-0.845,0
4.741,31.344,500.283,1.088,-4.353,-0.589,-2.776,-1.612,17.438,0
11.849,-3.727,-4.594,16.384,6.631,-1.883,3.485,301.941,-0.872,0
6.2,-4.192,500.438,4.289,5.253,-1.065,-1.584,302.646,-3.277,0
12.392,-0.257,501.413,17.026,5.731,-0.101,-1.418,304.35,17.948,0
1.989,30.308,502.437,15.437,6.224,-0.402,-0.371,-1.484,-4.84,0
4.998,30.797,502.66,3.955,-3.672,3.909,-3.105,304.323,-0.662,0
9.566,33.786,503.279,14.694,-4.514,3.637,-0.732,-3.081,19.611,0
7.89,15.836,311.534,9.928,2.508,0.206,0.159,7.85,8.535,1
3.848,34.215,-1.697,16.889,9.13,-2.04,3.258,304.781,-1.428,0
12.104,33.321,-3.475,1.673,6.266,3.881,-0.332,300.126,18.524,0
4.602,-0.684,-0.788,14.441,-3.05,3.565,-4.367,-1.935,18.518,0
2.37,-4.816,-4.907,4.024,9.094,4.278,0.985,303.053,-1.63,0
4.901,-4.308,-4.431,18.296,-1.081,5.199,-3.934,302.666,19.513,0
12.239,31.057,502.501,18.151,6.733,-1.89,1.646,-3.085,15.59,0
8.259,24.608,5.407,7.805,4.588,0.461,0.129,26.696,4.454,1
7.586,11.758,183.669,9.0,2.861,0.167,0.084,296.038,2.822,1
7.832,14.212,482.057,10.449,3.464,0.02,0.175,273.91,1.655,1
7.973,13.007,68.316,9.286,4.067,0.321,0.047,286.717,0.411,1
8.367,0.603,394.479,12.168,0.227,0.412,0.194,76.185,4.528,1
1.966,32.51,500.13,2.496,9.448,4.821,-1.533,-3.89,-3.271,0
11.939,32.693,502.903,18.794,8.476,4.433,-3.314,302.115,16.822,0
8.154,22.744,114.84,13.929,1.388,0.364,0.132,40.359,10.438,1
6.709,0.962,252.741,13.029,0.732,0.316,0.143,281.904,5.124,1
3.376,-1.688,-3.521,3.721,-1.785,-3.912,-4.208,-2.029,-3.705,0
4.36,34.536,503.536,1.793,6.923,2.535,-4.574,-3.192,-1.551,0
7.478,6.212,403.27,9.302,0.927,0.114,0.119,67.434,13.396,1
5.491,30.752,504.529,16.227,9.054,1.313,3.195,302.604,-2.843,0
5.023,-3.967,-0.114,14.243,-3.098,-2.329,1.828,-3.213,16.825,0
7.973,1.506,429.448,9.757,4.159,0.12,0.011,102.285,9.145,1
1.734,-0.462,-4.187,0.121,6.912,-2.02,-0.405,-3.584,18.103,0
2.124,32.806,500.66,1.891,9.855,-2.452,-1.777,300.992,-1.219,0
13.087,-3.462,-1.917,2.487,6.435,3.972,2.468,-1.492,18.473,0
9.59,-1.713,502.055,1.76,-0.803,-4.711,-3.788,-4.262,19.384,0
3.884,32.064,502.634,15.067,7.46,2.633,2.062,303.446,-1.736,0
8.45,23.958,71.517,7.205,0.789,0.132,0.073,145.232,9.157,1
8.336,4.83,236.096,12.108,0.373,0.012,0.146,279.824,8.55,1
5.365,33.969,501.864,15.367,-4.088,3.534,0.746,-3.438,19.632,0
6.506,20.205,345.268,12.149,1.833,0.467,0.151,63.199,2.572,1
6.257,31.073,500.593,16.501,9.287,-2.726,0.834,302.584,19.733,0
7.021,19.705,134.802,12.254,3.36,0.058,0.011,193.191,8.515,1
8.45,0.516,320.515,13.977,4.451,0.181,0.146,24.769,9.865,1
12.017,-3.318,-0.137,15.851,9.141,-1.882,4.412,-0.303,-4.001,0
7.046,25.073,2.385,8.712,1.233,0.48,0.191,102.209,13.114,1
6.925,19.132,75.518,11.545,3.686,0.475,0.056,122.516,3.773,1
2.371,-3.996,502.584,0.1,-4.246,-4.213,-3.317,300.641,-4.341,0
11.014,34.595,504.968,1.06,9.047,-1.775,0.768,301.607,-3.728,0
7.822,5.026,214.755,13.594,4.191,0.427,0.003,194.685,13.964,1
7.62,8.042,194.164,5.669,2.84,0.181,0.069,201.441,12.494,1
8.278,8.556,401.065,9.479,2.979,0.032,0.089,72.423,13.672,1
9.554,34.198,-0.145,3.627,8.737,0.939,4.825,-2.492,-0.178,0
7.254,8.412,205.378,7.852,0.224,0.354,0.016,18.789,5.855,1
7.04,22.494,420.548,11.603,4.406,0.461,0.154,2.242,0.268,1
6.573,15.096,110.803,13.187,0.088,0.227,0.199,270.828,10.667,1
3.805,-0.715,502.244,2.027,9.838,1.976,2.752,302.943,-2.715,0
2.775,-2.911,501.911,4.328,-0.628,1.183,4.063,-1.285,17.164,0
6.81,24.011,356.413,6.41,4.906,0.169,0.086,121.005,7.028,1
2.899,-4.973,-2.086,17.474,-3.77,-0.494,4.618,303.109,19.524,0
7.295,3.217,196.209,11.093,0.366,0.142,0.163,176.383,14.446,1
8.143,7.925,326.551,10.518,2.412,0.084,0.137,228.274,10.923,1
6.761,6.855,361.334,8.597,0.039,0.455,0.096,56.329,9.769,1
7.895,27.55,247.455,6.772,3.054,0.02,0.032,209.033,13.899,1
8.491,4.682,45.784,6.667,2.91,0.44,0.198,5.674,14.475,1
8.47,28.434,362.02,13.889,4.425,0.256,0.137,177.622,3.947,1
7.063,10.056,215.687,11.556,4.008,0.348,0.028,206.849,5.171,1
4.24,-1.978,-0.672,2.19,-2.479,2.135,-4.832,-1.431,-0.946,0
12.972,-2.537,-3.058,0.502,8.48,-0.19,2.773,301.436,15.799,0
2.416,32.685,501.012,15.191,7.642,4.322,1.622,-4.822,-1.507,0
7.897,18.652,309.994,12.334,3.207,0.469,0.036,200.101,14.395,1
8.118,14.664,331.249,6.611,1.764,0.225,0.06,132.121,6.367,1
6.688,25.652,147.239,6.697,1.363,0.281,0.129,233.054,14.365,1
13.296,31.278,-2.108,3.433,-4.193,3.271,2.059,301.197,-3.319,0
7.804,9.178,86.02,7.61,1.239,0.14,0.019,96.907,8.858,1
2.993,31.986,504.911,2.676,-2.499,-4.75,-3.517,-3.991,16.101,0
6.719,9.693,264.758,13.406,0.439,0.373,0.185,49.325,5.138,1
9.15,-0.14,503.521,2.935,-1.754,5.147,2.765,-0.175,17.563,0
8.85,-2.807,-4.086,14.658,-3.607,-4.41,-2.757,-2.631,-1.794,0
2.179,-1.476,503.314,17.29,6.187,1.449,5.132,-1.62,-4.785,0
6.89,23.142,168.438,13.887,1.444,0.42,0.139,188.747,12.941,1
8.071,21.285,327.19,13.028,4.316,0.494,0.063,4.737,5.498,1
6.566,3.79,23.367,9.942,2.076,0.102,0.188,105.366,5.621,1
7.389,20.821,74.759,12.764,3.181,0.423,0.128,265.752,6.33,1
6.849,3.584,299.597,6.48,2.795,0.279,0.045,237.083,2.192,1
1.821,34.815,503.321,15.653,-1.181,3.785,-0.715,303.717,-0.463,0
7.196,27.63,167.469,11.549,2.755,0.154,0.189,14.808,11.5,1
6.557,24.384,395.288,13.635,3.148,0.011,0.068,209.35,7.748,1
7.814,19.837,81.916,13.548,3.541,0.112,0.129,87.043,5.973,1
7.208,16.687,487.704,5.631,2.94,0.335,0.177,204.129,5.525,1
6.518,9.097,202.892,10.463,3.833,0.499,0.168,255.097,4.635,1
10.456,34.141,-1.538,4.023,8.16,4.485,4.621,-2.036,-4.306,0
11.992,31.47,-4.865,3.805,-2.186,-1.65,-4.999,-3.091,-4.383,0
5.354,32.975,-3.28,3.463,5.444,1.832,-3.814,-0.589,-4.521,0
8.305,28.822,47.284,7.756,2.291,0.016,0.102,89.578,8.009,1
7.961,6.906,274.838,6.649,2.143,0.059,0.14,71.37,4.187,1
7.076,19.951,100.448,5.546,3.842,0.299,0.044,207.304,8.101,1
11.272,-1.492,503.318,15.652,-1.855,0.858,-0.359,301.927,18.027,0
7.954,21.04,41.915,7.494,4.438,0.383,0.052,253.788,4.513,1
11.212,-2.99,502.88,15.837,-0.62,0.976,-1.913,302.938,17.105,0
11.854,31.333,500.622,17.55,-4.759,-0.702,0.881,301.306,19.409,0
5.857,34.897,504.282,0.906,-4.23,4.348,2.327,303.757,15.355,0
7.104,23.985,193.36,6.445,1.996,0.185,0.193,146.795,10.019,1
4.478,-2.492,500.27,14.305,6.632,3.987,1.063,304.074,17.356,0
7.06,2.314,165.504,13.303,0.738,0.276,0.156,193.603,13.698,1
4.795,31.997,503.662,17.767,9.385,2.906,2.081,300.492,17.994,0
8.073,26.972,295.098,5.963,2.786,0.202,0.137,60.518,6.364,1
7.555,28.229,297.853,7.359,1.546,0.449,0.132,139.557,13.622,1
5.452,-2.031,-0.433,3.238,6.756,-0.613,2.834,-4.369,17.23,0
7.763,25.248,201.033,10.36,1.724,0.145,0.089,148.486,9.837,1
6.223,31.884,-2.097,14.229,7.056,-4.442,-1.777,-0.239,-0.902,0
4.524,-4.737,-0.32,17.179,6.919,-1.421,-1.337,-3.175,17.496,0
7.054,1.507,161.001,12.794,0.707,0.376,0.181,171.159,14.476,1
6.877,23.571,304.395,10.687,4.412,0.342,0.12,298.78,11.503,1
7.254,17.259,391.405,8.777,4.705,0.39,0.021,120.209,11.172,1
6.662,8.968,327.946,10.816,2.573,0.248,0.097,184.56,13.053,1
6.886,6.175,388.954,11.693,2.169,0.027,0.168,39.004,1.377,1
8.79,-3.716,-1.279,4.237,5.861,1.886,-2.349,-2.034,-1.057,0
7.946,22.164,283.312,7.678,2.486,0.027,0.0,244.105,0.374,1
8.137,0.493,345.935,10.808,3.468,0.048,0.113,296.423,0.899,1
11.423,-2.506,-3.881,2.361,-2.626,-3.52,-1.036,-2.119,17.639,0
6.672,14.855,264.627,13.959,3.924,0.192,0.078,43.882,11.443,1
7.441,23.255,431.47,13.158,3.879,0.457,0.085,67.398,11.315,1
6.988,10.14,426.452,11.348,4.505,0.018,0.053,158.131,2.37,1
9.311,31.381,502.552,2.7,6.412,-3.438,-3.094,-4.256,-4.747,0
4.926,33.112,-2.277,17.766,6.503,-4.932,-4.896,301.576,-4.843,0
1.86,34.342,502.146,14.986,7.64,-3.132,-0.845,-0.889,15.834,0
4.653,30.938,-1.077,1.534,7.512,2.365,-4.504,302.442,17.722,0
7.763,17.528,357.523,11.985,3.134,0.183,0.168,237.463,5.146,1
6.513,9.93,207.807,10.41,0.007,0.473,0.197,1.463,1.905,1
3.038,30.65,502.627,4.268,-0.929,-3.268,4.186,302.681,-0.217,0
6.97,13.583,131.547,13.615,2.61,0.477,0.054,228.94,14.164,1
8.257,21.427,358.924,10.827,1.781,0.133,0.186,202.596,6.247,1
8.113,28.479,395.383,7.568,4.006,0.408,0.137,283.093,0.828,1
2.761,-2.87,-1.326,4.767,-3.264,-2.259,-2.863,-4.802,16.765,0
11.722,30.512,503.259,16.796,-4.616,-1.699,-4.818,-4.147,16.541,0
4.563,32.011,-1.305,0.528,-2.236,-1.676,-3.523,300.479,-1.677,0
7.481,14.784,52.098,11.415,3.918,0.318,0.037,98.105,0.875,1
9.5,-1.236,-2.878,0.86,6.601,-2.115,-0.369,304.2,-1.807,0
4.614,34.499,-1.684,1.212,6.517,-2.807,2.377,303.38,16.923,0
12.074,32.271,-1.771,17.816,5.568,1.736,-0.808,301.619,19.496,0
7.743,11.918,97.287,6.479,1.198,0.143,0.01,133.251,12.234,1
5.849,30.584,501.69,14.52,-4.689,-4.027,0.683,301.008,-2.306,0
1.967,-2.417,503.68,16.687,-3.384,3.752,2.473,-0.417,18.063,0
7.447,22.452,151.761,10.075,4.935,0.381,0.125,80.237,12.158,1
13.425,-2.215,504.052,2.259,8.32,-3.357,-4.069,303.765,19.252,0
4.139,30.887,500.55,2.018,5.73,4.578,1.338,300.943,15.374,0
2.233,34.903,-3.401,16.091,9.713,-2.186,-3.468,304.139,17.678,0
8.919,32.101,-3.377,0.455,-0.419,5.402,5.061,300.283,18.721,0
7.878,9.562,43.061,12.877,0.28,0.221,0.144,210.534,8.194,1
6.91,12.489,446.33,11.73,1.757,0.384,0.041,145.825,8.977,1
11.429,-0.714,500.939,4.831,-1.071,5.146,-3.482,-0.929,18.388,0
7.185,6.868,306.169,10.285,2.763,0.38,0.031,284.705,13.231,1
8.489,21.728,139.309,6.589,0.887,0.445,0.124,127.405,14.861,1
8.374,7.172,351.646,11.897,2.845,0.35,0.096,122.327,1.774,1
10.392,-4.102,501.388,4.749,-4.581,-4.753,-3.582,304.903,16.338,0
2.684,-2.894,-2.589,14.499,6.19,-4.038,-0.932,-2.669,18.891,0
8.255,13.379,39.415,7.002,2.006,0.343,0.086,203.895,10.242,1
7.863,7.562,129.126,9.293,3.543,0.411,0.191,49.55,12.848,1
8.092,9.204,134.824,9.207,4.478,0.088,0.187,198.66,1.11,1
7.567,13.392,278.274,13.118,4.297,0.3,0.184,151.629,7.462,1
3.819,-2.527,503.092,17.279,-3.123,-4.931,4.797,-2.622,-4.157,0
10.296,-1.082,-1.084,0.762,5.202,2.961,-1.158,303.968,-3.017,0
7.098,4.577,238.581,13.031,2.768,0.214,0.18,250.463,10.455,1
7.158,17.005,49.757,8.869,2.647,0.176,0.113,41.954,13.437,1
6.8,2.674,171.381,11.617,3.756,0.486,0.028,178.264,0.073,1
5.824,34.889,-1.622,2.056,6.763,-4.523,-2.934,-2.495,-4.835,0
8.038,2.451,494.086,7.948,2.594,0.196,0.2,272.39,12.406,1
6.999,29.797,54.461,9.105,0.251,0.202,0.104,179.482,11.229,1
11.707,30.246,502.598,3.192,5.651,-0.954,0.38,301.015,-0.885,0
7.621,3.764,87.744,6.627,4.448,0.327,0.002,218.537,6.037,1
7.698,12.549,62.98,5.476,2.726,0.184,0.128,165.167,5.633,1
4.296,34.649,501.269,18.064,-4.796,-2.953,2.543,301.698,-2.043,0
2.65,32.313,-0.17,16.77,-1.85,4.171,-1.683,-0.575,-2.224,0
8.169,22.056,330.454,12.959,0.619,0.322,0.106,76.888,6.34,1
5.697,-2.737,-4.584,14.729,-1.872,4.05,3.72,300.577,-2.699,0
2.372,-1.227,-4.017,4.38,7.12,-3.55,-3.708,-4.392,18.994,0
6.301,30.856,-0.535,17.632,-0.382,-0.675,4.637,-2.554,-0.857,0
8.165,16.508,76.755,5.19,1.017,0.421,0.069,266.912,13.587,1
13.29,31.296,500.887,17.754,-0.873,-0.305,-2.998,-0.325,15.379,0
10.343,34.819,-1.171,2.638,5.445,5.427,-4.302,300.951,-2.957,0
2.349,34.678,-2.005,18.599,9.996,3.275,2.45,301.615,18.005,0
8.4,14.808,4.459,5.068,3.425,0.309,0.186,146.222,1.787,1
13.412,33.092,-1.191,17.278,-2.91,0.762,4.412,304.644,19.057,0
11.599,-4.362,-0.232,16.297,-2.951,2.103,-0.552,304.856,-4.709,0
7.056,18.405,230.431,8.655,3.178,0.438,0.1,61.42,13.15,1
4.272,34.834,-2.147,1.716,8.029,-4.106,-2.419,304.323,-3.098,0
5.983,30.888,-4.966,0.514,-4.514,2.791,1.889,300.118,18.579,0
7.916,17.794,162.024,11.303,3.209,0.299,0.058,0.808,13.699,1
8.059,4.665,485.038,8.961,3.699,0.133,0.195,160.448,8.353,1
11.584,-0.576,-3.123,18.338,-4.008,-3.979,3.601,302.3,19.505,0
7.483,18.217,143.219,11.643,2.444,0.259,0.12,178.943,1.005,1
7.994,29.615,347.784,8.218,4.621,0.196,0.026,176.639,7.658,1
6.988,17.652,198.296,12.181,3.76,0.3,0.123,179.166,5.146,1
7.745,24.409,234.338,9.937,4.503,0.114,0.07,245.426,8.734,1
6.252,30.837,-0.239,0.292,-4.88,-3.311,4.061,302.548,-2.145,0
7.848,18.373,32.142,12.843,4.829,0.207,0.083,154.65,7.449,1
7.92,26.411,46.794,7.986,1.894,0.044,0.129,220.16,8.813,1
7.603,10.956,418.025,12.481,3.942,0.152,0.055,74.665,5.001,1
10.138,-3.786,500.495,18.907,-0.395,-4.899,-1.74,302.582,-2.218,0
8.483,4.24,411.851,12.927,1.109,0.187,0.083,218.927,9.088,1
3.814,33.613,-1.596,16.418,9.23,0.968,-4.776,304.88,-0.9,0
6.54,18.789,244.976,13.343,3.412,0.296,0.044,183.519,6.429,1
11.115,33.004,504.27,4.521,-1.391,2.255,-3.151,304.178,15.988,0
7.278,2.257,188.044,6.736,1.322,0.173,0.022,193.347,6.712,1
7.337,5.362,132.355,7.023,0.317,0.187,0.038,237.112,5.217,1
4.96,32.564,503.766,17.854,-2.515,4.389,-4.47,-3.691,19.703,0
6.924,13.616,80.362,9.854,1.462,0.234,0.062,165.143,7.122,1
8.394,5.643,93.789,12.345,0.579,0.248,0.15,239.399,11.605,1
10.435,-1.179,502.189,18.561,6.513,2.052,-1.844,302.567,15.218,0
8.264,9.832,61.829,12.925,1.309,0.023,0.101,274.086,13.402,1
6.84,7.249,299.716,10.279,0.15,0.171,0.126,195.538,9.506,1
12.541,32.271,502.115,15.952,6.009,-3.05,1.865,304.728,19.935,0
7.147,0.24,86.745,9.507,2.599,0.372,0.169,216.88,6.263,1
8.251,11.131,395.673,6.037,0.767,0.106,0.041,156.214,0.388,1
1.704,-3.65,504.45,2.15,-3.128,-3.919,3.375,301.928,15.599,0
6.044,-1.913,504.407,16.089,5.863,-2.601,-4.333,304.013,15.673,0
13.472,31.927,503.567,1.181,-3.604,-0.748,0.743,304.13,-0.495,0
7.11,11.184,110.408,10.893,2.657,0.146,0.123,268.898,6.194,1
7.858,10.949,447.451,6.385,2.516,0.25,0.09,145.975,2.506,1
4.108,31.341,-0.539,15.071,-1.681,-4.712,1.969,301.284,-3.572,0
6.901,21.277,200.945,11.343,0.392,0.247,0.117,297.247,9.383,1
10.062,31.33,500.409,2.545,-4.051,-1.853,3.685,-1.954,-4.269,0
7.832,11.153,294.913,9.402,4.721,0.168,0.004,191.585,0.884,1
9.114,30.442,-3.056,3.237,-2.718,0.663,0.769,-1.819,-0.814,0
12.444,-1.768,-2.421,4.106,-4.245,3.138,-3.536,-1.583,18.669,0
3.094,-2.758,-2.698,3.705,-3.173,-4.21,3.932,-4.655,15.276,0
8.002,24.945,37.299,6.924,1.609,0.241,0.099,72.248,5.112,1
7.875,22.674,206.009,13.073,0.017,0.34,0.153,147.231,13.83,1
7.185,13.654,21.588,9.931,0.667,0.16,0.101,223.669,14.824,1
10.796,30.974,-2.383,15.494,8.941,4.608,4.68,302.544,-0.607,0
12.903,-3.317,500.119,0.236,-1.911,4.786,2.997,304.342,-3.313,0
10.863,32.314,-2.441,17.999,-4.247,4.152,-2.265,-3.998,17.572,0
8.041,0.108,3.268,11.111,1.16,0.232,0.123,19.265,0.802,1
7.035,10.089,21.763,13.551,2.743,0.395,0.183,297.017,7.196,1
12.431,34.779,-2.464,15.902,6.574,-2.149,-1.704,-2.914,-4.375,0
7.283,17.908,295.871,9.247,4.342,0.065,0.029,291.681,6.322,1
12.299,-2.073,-1.946,3.043,-4.854,-3.367,2.326,-4.78,-3.952,0
9.07,-1.766,-3.29,4.092,-0.378,-1.787,2.582,300.746,-1.704,0
8.04,24.389,179.448,10.223,3.215,0.105,0.175,161.858,9.499,1
7.389,22.309,29.64,12.073,0.123,0.143,0.104,196.863,13.42,1
7.994,0.675,4.981,6.144,0.535,0.235,0.128,68.552,12.797,1
7.809,14.247,313.7,8.672,1.89,0.209,0.026,262.048,13.759,1
8.349,24.486,361.388,7.639,0.536,0.082,0.122,207.458,10.037,1
8.67,-0.349,-4.418,2.655,-4.637,-4.279,-4.011,-1.878,15.838,0
10.058,-0.98,501.435,4.404,-1.797,1.657,2.862,-4.475,18.093,0
11.77,33.735,-4.542,0.308,5.672,1.578,4.04,-4.351,-4.735,0
4.48,-3.305,501.704,15.635,-2.169,-1.93,0.45,301.894,-1.345,0
3.727,-0.938,-4.056,4.125,7.113,4.997,2.307,-4.817,19.091,0
12.414,-2.403,502.178,2.884,5.372,1.617,4.583,302.857,-1.664,0
6.904,6.026,435.818,5.031,3.103,0.282,0.134,31.09,0.679,1
10.838,31.952,502.903,16.006,9.1,-0.391,-2.115,-2.933,15.708,0
6.865,1.261,276.831,12.152,4.146,0.172,0.055,185.329,12.879,1
8.241,9.989,194.411,11.135,4.082,0.381,0.063,123.504,9.519,1
2.183,-3.816,-2.701,1.015,9.036,-1.063,1.029,302.249,17.768,0
